userName,review,date,isEdited,title,rating,app_name,app_id
Ravage_57329,"Great app, used it on a different device, but it would not let me create an account. Literally had a system where it auto added my current password, but it said it was incorrect, never had this problem before, and don’t know why I am having it now.",2022-10-02 03:16:35,False,Password won’t work,4,youtube-watch-listen-stream,544007664
me534233564,"You can watch almost anything here, it has good recommendations too. My only problem is, there is an ad before and after every video you watch, sometimes you get an ad in the middle of a video, but that is not too often. Overall, this is probably the app I use most on my phone.",2022-09-15 21:52:36,False,AWSOME!!!,4,youtube-watch-listen-stream,544007664
ricoinaz,"I wish there was a good way to search. I want to search for a specific video in a specific channel. I have never found a way to do that with my iPad. I can search my own channel, but not my subscriptions. I can kind of do this with a desktop browser, but not the app.",2022-09-06 15:08:24,False,"Love It, But Needs Improvement",4,youtube-watch-listen-stream,544007664
khandow,The ads are to long. Even some of them don’t even have skip buttons which makes it more annoying… the next thing is the premium the good thing you could do to us is when we first download it we get free premium only for like a month I guess…,2022-08-12 20:28:47,False,There is a problem,4,youtube-watch-listen-stream,544007664
Sawyer Stack,"The swiping up and down gesture to go in and out of full screen is nice but sometimes it zooms into the video, making it cut-off. It happens 95% when I close an ad, it shows the video as if it wasn't in full screen mode, this is a simple fix but I'd like it If you could fix it because after a while it gets annoying.",2022-08-23 07:32:05,False,Screen glitches.,3,youtube-watch-listen-stream,544007664
aura_elegance,"You tube has come in handy in many ways; however, one of the best reasons was to show, on request; my four year old has asked me, “ mommy can you show me how a bear eats”? And so you tube has many videos to share with her due to her curiosity.",2022-07-14 06:10:40,False,My 4 year old loves to watch with me,5,youtube-watch-listen-stream,544007664
LoneOso,"It’s the major platform that we’re use to. Many restrictions, but I understand why; many user friendly additions over the years, but I don’t know what I could ask for to make it better. Not perfect though, so no 5 stars. Not bad either.",2022-07-12 16:49:37,False,A Review,5,youtube-watch-listen-stream,544007664
coolcawv,I must say I’ve been a faithful watcher for 3 years now and have few complaints I have this Sight not only for various forms of entertainment but educational informative matter as well if you could be even more so it would make a good thing better thanks     Sincerely  w c,2022-07-08 20:07:13,False,My u tube review,5,youtube-watch-listen-stream,544007664
Hhgfflj,So I watch a videos and scrolling down the comments and i clicked the comments and it says 4 but it doesn’t have a comments I don’t know if it a bug or is it just me but can you please fix it,2022-05-08 07:49:44,False,Really awesome app but just one something wrong,5,youtube-watch-listen-stream,544007664
houmank7,Overall this app performs well my two main issues are that well PiP has disappeared for me as of a few days ago. It was a featured I used heavily. The other feature that was here and has changed in auto theme. It’s now only light or dark theme. Not sure why they would change this.,2022-06-21 03:09:00,False,What happened?,4,youtube-watch-listen-stream,544007664
Flarper200,"I’m fine with the short 5 to maybe even 10 second ads, but when they started putting two adds together that’s when it started to get annoying, then on top of that two 15 second unskippable ads that’s when I draw the line, what’s next 2 mins of adds before a one min video??? When will it end. When will we stand and fight against these adds!!?",2022-06-20 05:24:51,False,Ads ads and more ads,2,youtube-watch-listen-stream,544007664
Harry Wentz,"Consistently missing replies to comments. For example a comment may show 5 replies and only have 1 when you look. It would appear there are a lot of replies being surpressed which is not really honoring first amendment rights… if truly offensive, they should just be deleted.

Otherwise, It’s a form of Clickbait.😢",2022-06-20 05:15:17,False,"😻👍Great services overall, but…",4,youtube-watch-listen-stream,544007664
Aye palm,Any opinion that differs from the politically correct 2 party paradigm is instantly censored or shadow banned. They delete 80% of comments and replies. They don’t want you talking about a certain religion but it’s completely ok to bash Christianity and spread lies about it then banning/censoring anyone defending it while they allow troll farms which I can only assume they are affiliated with being of a certain religion that they are. So if you want to be brainwashed and watch unlimited ads this is the perfect app for you.,2022-06-18 19:37:56,False,Absolutely evil and abhorrent business practices,1,youtube-watch-listen-stream,544007664
whiteheaded arkansan,"So far I’ve not had any of the things that I look for blocked but I hear a blocking going on against conservatives I hope that is not the case as a whole used to has been a great tool to me in teaching children and my own personal entertainment and personal life thank you
You have blocked so much. Stop blocking conservatives, dutchseans",2022-06-12 13:42:11,False,Review,4,youtube-watch-listen-stream,544007664
gtgghy,I think it is very intuitive to when you need to watch anything from movies clips to YouTuber videos. That one star that i didn’t mark was because of how it has some inappropriate images or videos that I think you should stop bringing on to this app. Thank you again for finding what I need.,2022-05-15 14:51:25,False,Celia Sjoblom,4,youtube-watch-listen-stream,544007664
MaTtY seee,My search button no longer brings up the blank search bar. When I click on the button it blinks like it’s acknowledging my contact like it should but then nothing else happens,2022-04-17 15:27:03,False,Search button,5,youtube-watch-listen-stream,544007664
crnbsn,"I Love this channel. I use it for crafts, cleaning videos, organizing my home, my favorite stores like Kirklands, At Home, Hobby Lovby. 
You find anything you want or need to know on You Tube. I have been a You Tube viewer for a long time and will continue for a longer time!
Whom ever thought of this channel….I Love You!!❤️",2022-03-23 23:59:07,False,Love You Tube!!,5,youtube-watch-listen-stream,544007664
Jmantheawesome10,"Great app, I have premium, which is great. However, there are way too many things wrong with this app which is why I give it four stars. I don’t have the time to list everything that’s wrong, so to summarize: this app doesn’t care about its users ideas. They just want money",2022-04-12 23:46:01,False,This app doesn’t listen to its users,4,youtube-watch-listen-stream,544007664
h hvuggyfghfgfghgu,Ok so I think there’s too many ads like a couple weeks ago it went from one ad to now too and the bad part about that is that now sometimes you have to wait until like both ads are done until you can finally resume your video but other than that it’s all good,2022-04-10 05:48:28,False,Personally it’s a good app just needs some tweaking a bit,3,youtube-watch-listen-stream,544007664
Mr.lanza,I was originally going to rate a four but it wouldn’t do the app in itself as a whole credit. With that said my unofficial rate is a four simply because of the amount of commercials allowed to be shown during simple sometimes 30 sec clips. Ty.,2022-03-23 14:08:27,False,Unofficial officially,5,youtube-watch-listen-stream,544007664
Tisa D,Just have a separate mini player available to watch videos you browse without having to cast it to watch. I don't want to interrupt my son's cartoons but I also want to watch my games!,2022-03-19 23:27:20,False,Wish I could cast to TV and watch other videos at once,5,youtube-watch-listen-stream,544007664
Parker Baranski,Please try this. It works very well and smoothly on my devices. And Also If you read this subscribe to Yasubearaudios and Camilo audios my friends! It has good content but still be careful. I’d let a parent supervise you on here if you are under 13. Please stay safe and enjoy this app!!!,2022-02-13 04:00:05,False,Entertaining,5,youtube-watch-listen-stream,544007664
Dsoloha,"Occasionally has weird bugs (like one the other day where I couldn’t pause videos except via my Apple Watch) but other than that works well enough.

The fact that this app still doesn’t have auto dark mode in 2022 boggles my mind, though.",2022-03-18 02:47:26,False,Works well for the most part,4,youtube-watch-listen-stream,544007664
Mr•Chong,"You’ve had two decades to evolved and you devolved. Even tho it puts money in your pockets we all know you don’t care about wasting millions of peoples times with countless ads. What is someone was trying to rewatch a sentimental video or song while on their death bed and because of you’re corporate, selfish and vaganil hurting needs you will keep throwing those ads until the app is closed from that browser. You people are literally sicker than Charles Mansons lovers",2022-02-15 18:09:09,False,Very low quality for whole app construction,1,youtube-watch-listen-stream,544007664
Phatpeep4252425*$=*+^;$+((+,This is a very good app it lets me play Doni Bobes and Plainrock124 this app is very good and I recommend it to other people who want to try this app out and it’s a very fun app to play videos it helps relax and get a better chance of getting a new job,2022-02-08 23:33:36,False,I just got home from work and I got to this app,5,youtube-watch-listen-stream,544007664
Ruckus boss,This app gives me a great joy because I can watch my favorite movies and tv show’s and fun and funny things on this app but I do not like how if I 5 bars on my internet it doesn’t work and says that I have no internet but the internet is so good but it is still my favorite app,2022-02-07 12:46:48,False,Best app ever!,5,youtube-watch-listen-stream,544007664
3rd & Main,"I’ve Subscribed to you tube for 4 years now. For the amount I pay ,
I should not be subject to any ads. , My download’s should be down loaded. Also I’m not a creator, I am the the lead guitar player 
And front vocals man . Politically correct @ that . It’s too thin ! 
Too much take , not enough give = Thin",2022-02-03 01:39:10,False,You Tube,5,youtube-watch-listen-stream,544007664
BARACK28MAN,I really do love your guys service I wish I had it for free but I just want to say thank you to you too and the family bless happy New Year to you guys thank you for your service I enjoyed every bit of it all the clips that I’m looking at,2022-01-12 20:30:07,False,Something that I use a lot,5,youtube-watch-listen-stream,544007664
josvoice,"the amount of advertising is ridiculous and the user platform is so outdated!! It would be so easy to add check marks next to the videos so they can be played in order-get with it peeps! It’s bad enough with the ads, at least offer something user friendly.
Even with a subscription they’re still advertising inside the videos and sound effects urging to click on subscription! That’s so unacceptable once you’ve already paid for it.",2022-01-16 14:52:22,False,Needs lots of work!!,1,youtube-watch-listen-stream,544007664
epli4546,"Everything about this app is good except it keeps changing to dark mode. I hate dark mode and every time I open the app it is in dark mode. I’ve changed it countless times from dark to light mode and checked my phone settings, but continuously it changes back to dark mode.",2022-01-01 00:36:54,False,Good app with an annoying flaw,4,youtube-watch-listen-stream,544007664
carla50789,And I hate it because it makes me watch so many ads because I don’t even now and I watch one and then 10 seconds later I have to watch the same exact one,2022-08-24 02:31:59,False,I love it because there is so much stuff to watch and I am interested,5,youtube-watch-listen-stream,544007664
KrystalHayes,"I understand the point of the commercials, however I don’t care for the plethora of commercials that play while I’m trying to enjoy a video. especially when the video is about to reveal something very intense and an ad with a girl explaining how she doesn’t want to go back to selling pictures of her feet pops up. Funny commercial, but it’s a vibe killer.",2022-10-01 23:10:01,False,Too many commercials,3,youtube-watch-listen-stream,544007664
BGWB95,My only complaints about this app at all is that you have to pay to be able to lock your screen with a video still playing and that for some reason it rewinds my videos while locked and I have to unlock it and find where I originally was.,2022-09-24 15:23:05,False,This app is really good,4,youtube-watch-listen-stream,544007664
Totally Not A Meme,"Every time when I try to look at a video, it pauses for a certain amount of time then closes my app, this is very frustrating to me. Please fix this because I’ve had this app for the past four years and I have experience no problems with it until now.",2022-09-19 02:48:03,False,App is OK I just have a issue.,4,youtube-watch-listen-stream,544007664
posiden66,"New problem: please allow users to disable the “chapter” system in settings.  Every video with chapters is a nightmare to control using gesture controls.  Anytime I wanna go back 30 seconds there’s a chance it’ll put me back hours in the past because of chapters.  It takes a really long time to find my place again sometimes.
Old problem: please add zoom (iPad).  These black bars are so annoying and not every video needs the whole picture",2022-09-06 19:27:51,False,The Only App I Use…,1,youtube-watch-listen-stream,544007664
nowenevermet,I like varieties of music and that I can leave the songs on while I’m doing other things. The only problem is that the songs in my playlist disappears without a trace so I don’t know what songs are missing. At least leave traces of what songs are taken off.,2022-08-30 12:34:26,False,Disappearing songs in playlist,4,youtube-watch-listen-stream,544007664
352b,I enjoy it shows you everything you can listen to everything but I don’t like how I can’t just turn the app off white still playing in my car I had to turn the whole music off.,2022-08-11 14:33:11,False,Certain things I don’t like,5,youtube-watch-listen-stream,544007664
CloutxGod,Ever since the most recent bug fix update on iPad. When I am watching a video in full screen and an ad plays the video minimizes itself with the rest of the screen being black after every ad plays. I have to keep repeatedly putting the video back in full screen and it’s pretty annoying to point we’re I don’t want to use the app on iPad. Please fix this issue.,2022-08-21 08:19:17,False,Latest Update Issue,2,youtube-watch-listen-stream,544007664
average customer$$$,"Do you really need to have this many commercials? It’s after every video now. Soon you may loose my viewing and loose a customer, in turn, loosing business for your advertisers. Take it easy on the commercials already, please!",2022-08-01 22:11:57,False,Commercials,5,youtube-watch-listen-stream,544007664
adrian28391034713920,"I like this because it has nice, entertaining, and helpful videos. Would recommend this to people who need tutorials. Though It has Lots of ads before videos. So, I think it needs at least; a little bit less ads..",2022-07-27 03:04:56,False,Pretty good,5,youtube-watch-listen-stream,544007664
Meihswei,"For some reason the option for Picture in Picture is not available for the iPhone 13 pro max.  I have a YT premium account, and love that I can listen with the screen turned off or YT is in the background of other apps.  But when watching my baby monitor I would like it if I could watch YT at the same time.",2022-07-19 16:43:05,False,No picture on picture for iPhone 13 Pro Max,3,youtube-watch-listen-stream,544007664
Flarest123,I used the discover tab to see what people are watching outside of my recommended videos and to get news but they replaced it with their shorts feature which they’re trying to shove into peoples faces. Plus it changed somehow while I was away from my device and I have turned auto updates off. The shorts feature just throws videos it thinks you wanna watch instead of letting you choose videos. It’s just a worse version of Tik Tok.,2022-07-21 02:51:36,False,Removed Discover for Shorts,1,youtube-watch-listen-stream,544007664
Yochisum,"This site had helped me fall asleep faster. Prior to finding this site I would toss and turn for hours replaying, in my mind, the events of the day. Now I fall asleep within minutes of my head hitting the pillow. Thank you, thank you, thank you.",2022-06-29 13:16:36,False,Sleep routine improved 100%,5,youtube-watch-listen-stream,544007664
Rotten Zomato,"For the last several days on the AppleTV app, when scrolling down to Subscriptions, Library, or Settings in the menu on the left, I can’t scroll to the right from there to actually click on any videos. So I basically can’t get to any recently watched videos or subscription videos. I can scroll to the right for all other options though.",2022-07-14 21:38:18,False,Latest tvOS release isn’t functioning properly,2,youtube-watch-listen-stream,544007664
creative inovative,I feel like the algorithm Could generate some better responses sometimes I’m looking up something and something that I’ve watched that’s like a completely different show pops up. Feel like it could do a bit better when it comes to specific results in which I’ve typed in,2022-07-12 14:15:18,False,Algorithm,4,youtube-watch-listen-stream,544007664
Max Stump,"I Love the Shorts, but there’s a Problem. Why don’t you have the Ability to Not Recommend certain Sounds? You let us do that with Channels, but not Sounds? Can you also Report Videos for Asking for Likes and Subs? It’s getting Annoying. Can you add this Feature in the Next Update?",2022-07-12 02:50:14,False,A Problem With the Shorts,4,youtube-watch-listen-stream,544007664
Greeny Lettuse,"I enjoy this app, but could you please ban or remove spammers and bots from this app, I am sick and tired of seeing the same persons post every time on my recommendations page, and seeing people in random comments section posting inappropriate links to people. Please fix this. Thank you.",2022-07-09 14:20:12,False,I would give you a 5 star but…..,4,youtube-watch-listen-stream,544007664
bloodDEMON232,"Love the amount of content created by everyday people. It’s my go to for projects and ideas as well as entertainment. Commercials are super annoying but that’s what keeps money coming in to keep the ball rolling. Still, it’s my favorite app.😺👍🏻",2022-06-28 14:49:03,False,I’m constantly on you tube!!,5,youtube-watch-listen-stream,544007664
brennanaxoxo,"This app is great for watching and creating your or somebody else’s videos. The only thing I would say, though is watch out for inappropriate content people might share. If you do see this then report the video. That is all that I have to say.",2022-06-27 01:52:32,False,Great app!!,5,youtube-watch-listen-stream,544007664
Gynyo,"I love this free app, I really enjoy the videos, little less commercials will do, happy where I am and I will not pay any money for premium service, you still get 5 stars, I also love the sound.👍 and I really love that I’m able to find old music I still enjoy 😊",2022-06-26 15:43:56,False,5 stars!!!,5,youtube-watch-listen-stream,544007664
La_Evolucion,"The amount of times I’ve noticed that I haven’t seen a new video from a channel I’m subscribed to, only to find out, after manually searching for them, that they’ve released numerous videos I wasn’t aware of is more than 1. A lot more than 1. And that’s not only unacceptable but really weird. Show me the videos from the channels I subscribe to and stop making me select “Don’t recommend channel” on videos that don’t even make sense to show me given what I follow. Jfc.",2022-06-27 00:55:11,False,The algorithm is awful,1,youtube-watch-listen-stream,544007664
Richard ninja500 Digital,"There’s a glitch that some videos are over 60 years. 
Now to mine channel Kievan Rus short that clearly says 1 thousand VIEWS but about section has 700 views What is happening to GOOGLE
THE other glitch that some channel has 1 view even when they got no videos and how",2022-06-11 23:22:17,False,The ABOUT section is BAD,5,youtube-watch-listen-stream,544007664
im in da car,Hi I am big bd bands I do my content as a joke I do music as a joke and my account got banned and there is a problem Idk the people I used to follow and I want y’all to fix that so when people get banned they can still have all the people that they followed other than this I have no problem with it,2022-06-22 19:19:05,False,Idk how to contact u so I’m using this,4,youtube-watch-listen-stream,544007664
Business Woman 2016,Please stop inundating my viewing timeline with a bunch of recommendations for crap that I don’t want to see. Just because I click on something one time doesn’t mean I want to look at any continuing or similar material. This pushes my regularly watched content completely out of my algorithm. Please fix that it is annoying!,2022-06-06 12:32:37,False,Stop…,4,youtube-watch-listen-stream,544007664
WeCanChangeHowCrapWorks,"So my mother put me on her family plan and I didn’t think to cancel my premium subscription I already had on my account and it charged my card. Who do I contact because I’m going to need that money back, considering I already gave my mother the money for our family plan 😤",2022-05-07 21:49:34,False,How do I have to subscriptions?,4,youtube-watch-listen-stream,544007664
Chad Costello,"It might just be a bug but  I turn off my iPad the music from the video I was watching is still playing. I watch a different video , STILL PLAYING . turn my volume all the way down , still hear it loud and clear. And developer If u respond I can’t email you , don’t ask why",2022-05-03 14:44:54,False,One problem.,4,youtube-watch-listen-stream,544007664
player42627383736,I’ve had the app for years but there is one problem…the comments I hate that I have to press a button to even see the comments and even worse there on the side I just want it to be how it was scroll down and there they all were…,2022-02-21 13:39:20,False,Great app one annoying problem,4,youtube-watch-listen-stream,544007664
lmnopiedo,"You are trying to generate to much revenue through ads. Your service is almost debilitated due to that fact. I understand it’s how you generate funds, but there is a difference in living comfortably and trying to make an extra payment on the Bentley. No sarcasm intended with this review. Just a few less ads, would be much better experience.",2022-04-15 21:44:51,False,Too many ads,3,youtube-watch-listen-stream,544007664
Dr. AAH,"There is a strong accumulation of excellent performances. I especially recommend the Frankfort Radio Symphony. During the pandemic they made point of going systemically through all the great composers. Of Course, you need a subscription to not have this interrupted with random commercials. 

Random commercials for those  without an expensive subscription at some $14 a month are a great annoyance. At the least, put commercials are regular intervals as television channels do.",2022-02-23 09:48:45,False,Classical music,2,youtube-watch-listen-stream,544007664
mikaelangelovialopez,When I screen cast to my HDTV I like to watch it in the highest quality on MY WIFI. But it forces the settings into automatically save bandwidth. This is really annoying. It considered a 720 “hd” on a 65 inch tv that doesn’t look good. Please fix this and let us manually choose the quality like you used to. Why did you get rid of that feature btw? I demand transparency!! But seriously that doesn’t make sense that you took a feature away from your customers.,2022-02-21 23:01:39,False,Forces video quality down your throat,1,youtube-watch-listen-stream,544007664
Profasion,"The app is great overall. But seeing as these days I usually frequent Shorts more than actual videos, im disappointed there’s no “not interested” when im just scrolling through rather than the “don’t show this channel anymore.” Yeah the channel doesn’t pop up again but im still seeing the same kinds of loud chewing “ASMR” videos that make me nauseous and random vlogs by 12 year old girls.",2022-01-28 10:53:42,False,Shorts,3,youtube-watch-listen-stream,544007664
peehxh,There are so many quality of life glitches that have plagued the app for months. I pay for premium and still experience black screen on videos with audio. Closing the video and clicking on it again does the trick but this has been going on for almost a year. Also a new issue with the brightness going up and down randomly. I have experienced these issues with no other apps.,2022-01-20 01:25:37,False,GLITCHES GALORE,2,youtube-watch-listen-stream,544007664
Nutman007,Algorithm isn’t bad honestly. only complaint could possibly be the re use of suggested videos but love the content. Truly a great platform as long as they stop trying to police content and sensor people just because they have different beliefs.,2022-01-12 15:06:58,False,Solid/please stop censoring,5,youtube-watch-listen-stream,544007664
LandonCoding Robotics!,"Besides the great app and all, I just had an idea.
There should be a community tab on the home page for the people that you are subscribed to and all the recommended stuff. Just an idea.

Got nothin’ bad to say about the app besides rare bugs here and there.",2022-09-30 05:15:49,False,Great app got a small Suggestion,5,youtube-watch-listen-stream,544007664
Woody RMW,Everything I’ve watched that you have done is very informative and motivating I have so many old still useful this on my place I’m going to start to bring some back to life they were all my dads thins projects he never got done! Thank you!,2022-09-22 22:57:28,False,Woodys wonders,5,youtube-watch-listen-stream,544007664
what what do you thinking,My problem is everything the title says I can’t go in Picture in Picture also sometimes when I exit the app when I come back the video I’m watching is completely black,2022-09-17 18:10:30,False,I can’t go into Picture in Picture,5,youtube-watch-listen-stream,544007664
aps4u!,"I think the subject line says it all.   I know this because it doesn’t matter what time day or night, I can catch up with world events and/or watch an array of movies, then the shorts that have had me glued for hours.   Thanks again for this space.",2022-09-02 02:21:47,False,Great Content,5,youtube-watch-listen-stream,544007664
Avi-Anne,"On my iPad app, the video starts halfway out of screen, or, after an ad plays.  I have to go full screen mode to get it back and then reduce it….but then an ad plays and it disappears halfway up to the top left again.  I have to keep going full screen to get the video back.",2022-09-05 01:24:35,False,Video Area Disappears into top left corner.,4,youtube-watch-listen-stream,544007664
amkalsaadi,"There is a bug that has been there for a long time. If the app language is English and a comment in a video is in Arabic, when I try to hit read more it doesn’t work. I can’t read the rest of the comment it just takes me to reply to it. Please try to fix it.",2022-09-03 02:38:16,False,Read more bug,4,youtube-watch-listen-stream,544007664
🍀Irish the Lucky hedgehog🍀,"I’m trying to use the different emoji’s on my keyboard from the Fonts app, to change my channel name but it doesn’t work. Every time I try the flower emoji and the snowflake emoji it says “Error. Please try again” can you fix it pls",2022-08-16 12:17:22,False,The snowflake and a few other emoji’s from the fonts app doesn’t work,5,youtube-watch-listen-stream,544007664
Peraboom,"It is hideous that every time I open a video that automatically has 720p or below reso selected and I have to press 3 different times to select 1080p manually! Come on! Nobody ask for higher res lower res option! If mama wants 1080p, mama should get 1080p and not 720p while selecting higher res option!",2022-08-31 16:35:08,False,Change the resolution settings option!,4,youtube-watch-listen-stream,544007664
KymTheIntrovert,"I’m going to be straightforward with it. Change the app age range back. I haven’t been able to access my channel properly because of it. YT Studio is already bad quality and the only thing that I can access on it are thumbnails, descriptions, comment sections and Views/Watch time. I’m not able to do many other things(eg. posting a video, changing my appearance/profile), so I used the YT app. But since the age range has changed, I haven’t been able to do so. Please fix it.",2022-08-22 15:31:12,False,Change the app range,1,youtube-watch-listen-stream,544007664
-gde--,"The only thing that is annoying is that the option for sorting the videos on the channel by the oldest uploaded still missing in the app, will this be fixed?",2022-07-31 01:21:29,False,Sort by oldest option is missing,5,youtube-watch-listen-stream,544007664
ITookTheNameLessTraveledBy,"For all the weird and not terrifically useful features that have been added as of late (looking at you automatic previews) the ability to play videos in a miniplayer while another app is open is actually pretty nice, especially for music.  Please keep this.",2022-08-06 01:36:37,False,Finally Plays Video In the Background,4,youtube-watch-listen-stream,544007664
dinoallens,"Almost as good as battle cats. Which is saying a lot since battle cats in my opinion is one of the best apps ever made. You should 100% get this app. On this app I learned how to solve 4x4 how to do f2l and oil, I also did fitness with it and figured out how to beat some really hard advent stages in BC(stands for battle cats).",2022-07-16 13:20:00,False,Good app,5,youtube-watch-listen-stream,544007664
JefferyBouy,It used to be so much better only one ad at the very beginning of the video that was skip able after only 5 seconds. Then they got rid of the dislike button which everyone hated. Now I can’t sort by oldest video? That really ticks me off considering there is a younger who I will just rewatch all their videos in order every couple of months. Also the algorithm is really bad.,2022-07-21 04:12:25,False,Keeps getting worse,2,youtube-watch-listen-stream,544007664
Jibblesnbitz,"The new feature RULES. I’m so glad they finally added it, it makes everything so much better. It’s also incredibly smooth and plays and pauses right as you play another form of audio. Great job.",2022-07-14 08:19:48,False,Picture in Picture,5,youtube-watch-listen-stream,544007664
Framer Stockwell,"Now that you mention it, I would like the ability to choose my interests as opposed to,say, my casual search or view,
or a brief but intense stop at anything of interest.
I can’t escape the ever-narrowing range of content that I have to wade through to find what I’m looking for.
I had hoped you would be the filter for the avidly-curious-user with average-technical-skills, and allow me to roam through my interests.
Instead, I am pinned to the monitor, staring at this ghostly sliver of myself, the user we have created",2022-07-15 01:02:34,False,An unmoving target,1,youtube-watch-listen-stream,544007664
dvvvesdd,I like that you could search up stuff that you like to watch and that there’s a lot of stuff that you could watch and when you search something up you like it just gives you it,2022-07-01 21:55:56,False,It’s amazing,5,youtube-watch-listen-stream,544007664
cancelling asap,"So I have a few accounts and I would subscribe to each channel with each account, but the problem is is that the sun count doesn’t go up like it should. Also, I check the views and likes for each video but when I click the most popular, it’s not correctly in order. So, would ya mind fixing those please?",2022-07-12 02:58:41,False,A few problems,3,youtube-watch-listen-stream,544007664
Lowkeyxking,"Without seeing the like to dislike ratio it’s difficult to single out videos that are truly helpful for situations like when I had to fix my alternator on my car, some were troll videos and some were legitimate but because of what I searched up, I ended up with videos that seem to have a higher view count. in some situations it’s just best to need likes to dislikes seen, it’s better to know what is mostly appreciated.",2022-07-10 14:45:54,False,Like button and dislike button,1,youtube-watch-listen-stream,544007664
gamer_girler,"so the ads spam me so much even when I’m trying to enjoy something it ruins the entertainment and gets annoying,over than that the app is fulled with edits and nice things!, I just think the ads need to be removed",2022-06-26 06:11:54,False,there’s a lot of ads that spam me,5,youtube-watch-listen-stream,544007664
carisa umbrino,I love every video that she puts out. She is outstanding she stands out for everything that I believe in. She reassures everything that I believe in. Continue the videos and I hope many enjoy them as much as I do. Blessings to her for spreading truth and teaching others how to forgive love and MoveOn.,2022-06-06 16:11:13,False,Spirituality,5,youtube-watch-listen-stream,544007664
Lady BJB,Any idea when the fix to the above issue can be expected. This is the time someone post a message in chat not the red line time or date/time. Also try to scroll back..spinning circle then shut down! Frustrating to say the least. I won’t even mention the overdrive messages of questionable activity! Oh well I guess I will. Maybe a detailed list of what “minor issues “ are fixed in each update.,2022-06-11 13:47:52,False,Updates? Not to fix time on chat or scrolling back on IPad,1,youtube-watch-listen-stream,544007664
dalstar925,"Nothing I like more when I’m enjoying my video than 25 LIBERTY MUTUAL ADS SCREAMING AT ME. MAYBE WE CAN GET MORREEEEE!!! 

The app is almost unusable now because you can’t get around them anymore. Google/YouTube is a freakin joke and their censorship and data collection of users is appalling. Along with every other social media platform. Bunch of little whiny children running them all. Censoring everything they don’t like, but promoting FALSE information just because they agree with it. They don’t even follow their own policies. Pathetic.",2022-06-01 23:08:12,False,MORE ADS PLEASE!,1,youtube-watch-listen-stream,544007664
Whale_Yogurt,Been using this platform for over 8 years and very few things actually ruined the app experience. Other that the dislike thing they keep the features the same,2022-04-08 12:33:27,False,Still as good as ever,5,youtube-watch-listen-stream,544007664
TvFan3050,Overall really enjoy the app and think it works well. I do like the recent emphasis on the Shorts videos but my complaint/request would be to allow them to be saved to specific lists in my library the same as all the regular videos.,2022-05-10 06:39:06,False,Save feature for Shorts videos,4,youtube-watch-listen-stream,544007664
JuanCPR,"When I am using the app and I connect my phone in my car the song start over when I receive a phone call. Also if I send a voice message while my phone is connected to my car, the song start over again regardless if the song was about to end. It’s annoying.",2022-05-05 21:38:53,False,Fix the start again problem,3,youtube-watch-listen-stream,544007664
XxyukkifoxLolxX,"Okay I’ve really loved this app and post videos often but recently when I was going on shorts I had problems, it would recommend stuff I hate and you may think “oh dislike and press don’t recommend” I did, I only got certain videos the hi my name is sky video the rating shoes and that’s all no matter how long I disliked it or closed and reopened the app, fix it",2022-05-01 04:45:32,False,Good BUT,3,youtube-watch-listen-stream,544007664
AWDimpreza,"The largest potential media platform is better left uninstalled. Content is hacked off of unexperienced creators with no accountability. Meanwhile search results are just a dump of mainstream news media clips. Beyond that the home page provides only what is generating revenue. The app and its creators have no relationship with the user and will often put in 1 minute ads. When it's this disorganized it would be nice to see some humility, if not something entertaining. I instantly uninstalled.",2022-04-22 11:17:46,False,Waste of Space,1,youtube-watch-listen-stream,544007664
Green Riot,"So lately, my app just will be loading for forever and won’t stop and then I have to restart my phone and then it works fine till I load a video and either the ad won’t load, or the video won’t. Before, it worked perfectly fine and was amazing but now it just won’t work. Still a great app though",2022-04-13 03:56:45,False,No clue what’s wrong but still a good app,3,youtube-watch-listen-stream,544007664
potpiee,"This an issue. I cant do anything now 😭 i cant switch accounts, i cant use it on my Roku stick( its been logging me out for the past two weeks now), i cant watch a video longer then 5 mins without it asking for a refresh, its been doing this for 2 hours now maybe. I just wanna watch and relax. 😭😭 theres ads everywhere bro .. everywhereeee. Tell me im paying for cable without telling me im paying for cable. 😭 theres so many bugs that its not even funny 😭 you cant do ANYTHING.",2022-04-12 19:57:26,False,Not working,1,youtube-watch-listen-stream,544007664
Citizenray,You can get what you want. And fast.  It search engine is second to none put a phrase in on a song comes up. You want anything else comes up almost like the AI bought is listening to every command. Come on now.,2022-04-02 16:29:14,False,Excellent system.,5,youtube-watch-listen-stream,544007664
Javabob77,Obviously YouTube‘s impact on the world has been incredible. You can learn anything or waste your life on gobbledygook. My only wish is that you were not political and didn’t censor counter perspectives that are not your own,2022-03-16 20:23:49,False,Incredible but wish you didn’t censor,5,youtube-watch-listen-stream,544007664
MinaLaQueDomina,"I like you tube because News are up to date.
It is an easy app to use
It has so much information to Lear how to cook, how to do it yourself jobs, it is one of the best apps available as you information, on anything you want to know.  I enjoy  and like this app.",2022-02-20 15:23:13,False,Best app,5,youtube-watch-listen-stream,544007664
Tlester22,"The app recently has not been able to retain the place I’m my video after I was watching after leaving the app for more than 5 minutes. When I go to open it back up expecting to be where I left off, it opens as if I completely closed the app. So frustrating",2022-02-23 16:08:32,False,Not Stable,4,youtube-watch-listen-stream,544007664
